pin,slack
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_reset_RNI34TD/U0:YWn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_14:B,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_14:C,12506
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_14:IPB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_14:IPC,12506
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_2[0]:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_2[0]:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_2[0]:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_2[0]:Y,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/L1_empty_r_3_0_a2_9:A,94395
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/L1_empty_r_3_0_a2_9:B,94257
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/L1_empty_r_3_0_a2_9:C,93044
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/L1_empty_r_3_0_a2_9:D,92666
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/L1_empty_r_3_0_a2_9:Y,92666
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[6]:A,2580
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[6]:B,2483
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[6]:C,2423
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[6]:D,1091
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[6]:Y,1091
GPIO_8_M2F_obuf/U0/U_IOENFF:A,
GPIO_8_M2F_obuf/U0/U_IOENFF:Y,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_4:B,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_4:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_4:IPB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C0/CFG_4:IPC,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:CLK,11508
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:D,10672
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:EN,10081
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:Q,11508
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/memraddr_r[5]:SLn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:ALn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:CLK,95348
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:D,98678
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:EN,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:Q,95348
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[4]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:A,7149
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:B,6912
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:CC,8480
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:P,7033
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:S,8480
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_2/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_3:UB,6912
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:A,7931
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:B,7386
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:C,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:CC,6960
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:D,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:P,8958
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:S,6960
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/rdiff_bus_cry_9:UB,7386
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0:A,381
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0:B,1378
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0:C,257
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0:D,71
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0:Y,71
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:ADn,
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:ALn,16265
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:CLK,16384
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:D,16686
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:EN,18490
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:LAT,
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:Q,16384
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:SD,
m2s010_som_sb_0/CORERESETP_0/count_ddr[6]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:CC,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:D,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:P,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:UB,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_15_i_m2_0_wmux_0[7]:Y,
MAC_MII_TXD_obuf[1]/U0/U_IOPAD:D,
MAC_MII_TXD_obuf[1]/U0/U_IOPAD:E,
MAC_MII_TXD_obuf[1]/U0/U_IOPAD:PAD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_12[6]:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_12[6]:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_12[6]:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_1_0_a2_12[6]:Y,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:A,1519
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:B,1258
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:C,2505
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:D,1192
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_grayToBinConv/bin_out_xhdl1_0_a2[2]:Y,1192
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:ADn,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:ALn,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:CLK,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:D,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:EN,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:LAT,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:Q,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:SD,
m2s010_som_sb_0/CORECONFIGP_0/pwdata[9]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:D,11474
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:EN,9285
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_6_reg[7]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_145:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_145:B,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_145:C,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_145:IPA,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:CLK,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:D,10177
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:EN,10123
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:Q,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/RDATA_r[0]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/IDLE_LINE_DETECT_PROC_un5_manches_in_dly_10:A,166
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/IDLE_LINE_DETECT_PROC_un5_manches_in_dly_10:B,110
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/IDLE_LINE_DETECT_PROC_un5_manches_in_dly_10:C,24
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/IDLE_LINE_DETECT_PROC_un5_manches_in_dly_10:D,-86
CommsFPGA_top_0/MANCHESTER_DECODER_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/IDLE_LINE_DETECT_PROC_un5_manches_in_dly_10:Y,-86
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/RX_FIFO_DELAY_PROC_RX_FIFO_DIN_pipe_d1_2_0_a2[6]:A,3761
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/RX_FIFO_DELAY_PROC_RX_FIFO_DIN_pipe_d1_2_0_a2[6]:B,3446
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/RX_FIFO_DELAY_PROC_RX_FIFO_DIN_pipe_d1_2_0_a2[6]:C,3408
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/RX_FIFO_DELAY_PROC_RX_FIFO_DIN_pipe_d1_2_0_a2[6]:Y,3408
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:A,9188
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:B,9154
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:C,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:CC,8140
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:D,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:P,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:S,8140
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wdiff_bus_cry_10:UB,10129
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:ALn,-5390
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:CLK,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:D,10239
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:EN,10139
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:Q,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/RDATA_r[3]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:ALn,1251
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:CLK,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:D,439
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:Q,4800
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_3/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_int[6]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:B,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:C,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPA,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPB,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:D,11569
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:EN,9285
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_1_byte_3_reg[2]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:D,11569
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:EN,9143
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/mac_2_byte_1_reg[2]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:CLK,9352
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:D,10377
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:EN,10293
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:Q,9352
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/tx_packet_complt_int:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d4_RNO[0]:A,97306
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d4_RNO[0]:B,97587
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d4_RNO[0]:C,97220
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TX_COLLISION_DETECTOR_INST/TX_FIFO_DOUT_d4_RNO[0]:Y,97220
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0_a2_6:A,293
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0_a2_6:B,1266
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0_a2_6:C,-964
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0_a2_6:D,-328
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_1/FIFO_8Kx9_0/L31_U_corefifo_async/fulli_0_a2_6:Y,-964
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO_0/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:ADn,
